CODE,scenario,lower,median,upper,indicator
E10000020,4°C,3.1,3.9,5.7,Winter Minimum Temperature Change
E10000024,4°C,2.5,3.6,5.1,Winter Minimum Temperature Change
E10000025,4°C,2.4,3.5,4.5,Winter Minimum Temperature Change
E10000028,4°C,3.0,3.7,5.5,Winter Minimum Temperature Change
E10000029,4°C,2.8,3.9,5.6,Winter Minimum Temperature Change
E10000030,4°C,2.5,3.6,4.6,Winter Minimum Temperature Change
E10000031,4°C,2.7,3.5,4.3,Winter Minimum Temperature Change
E10000032,4°C,2.4,3.5,4.3,Winter Minimum Temperature Change
E10000034,4°C,2.5,3.1,4.4,Winter Minimum Temperature Change
E06000001,4°C,2.6,4.2,5.4,Winter Minimum Temperature Change
E06000002,4°C,3.2,4.3,5.7,Winter Minimum Temperature Change
E06000003,4°C,3.6,4.5,5.4,Winter Minimum Temperature Change
E06000004,4°C,2.6,4.3,5.6,Winter Minimum Temperature Change
E06000005,4°C,2.8,4.9,5.9,Winter Minimum Temperature Change
E06000006,4°C,2.3,3.3,4.6,Winter Minimum Temperature Change
E06000007,4°C,2.2,3.2,4.5,Winter Minimum Temperature Change
E06000008,4°C,3.4,4.5,5.7,Winter Minimum Temperature Change
E06000009,4°C,2.5,3.1,3.9,Winter Minimum Temperature Change
E06000010,4°C,3.1,3.8,5.4,Winter Minimum Temperature Change
E06000011,4°C,3.2,3.9,5.8,Winter Minimum Temperature Change
E06000012,4°C,2.9,3.9,5.1,Winter Minimum Temperature Change
E06000013,4°C,2.3,3.6,4.9,Winter Minimum Temperature Change
E06000014,4°C,2.0,3.6,5.5,Winter Minimum Temperature Change
E06000015,4°C,2.5,3.7,4.8,Winter Minimum Temperature Change
E06000016,4°C,2.8,3.6,4.5,Winter Minimum Temperature Change
E06000017,4°C,3.2,4.0,5.3,Winter Minimum Temperature Change
E06000018,4°C,2.5,3.6,4.5,Winter Minimum Temperature Change
E06000019,4°C,2.7,3.5,5.4,Winter Minimum Temperature Change
E06000020,4°C,2.7,3.8,4.7,Winter Minimum Temperature Change
E06000021,4°C,2.9,3.9,5.9,Winter Minimum Temperature Change
E06000022,4°C,2.5,3.8,4.4,Winter Minimum Temperature Change
E06000023,4°C,2.4,3.5,4.0,Winter Minimum Temperature Change
E06000024,4°C,2.5,3.4,4.0,Winter Minimum Temperature Change
E06000025,4°C,2.4,3.5,4.1,Winter Minimum Temperature Change
E06000026,4°C,2.4,3.2,4.4,Winter Minimum Temperature Change
E06000027,4°C,2.3,3.1,3.9,Winter Minimum Temperature Change
E06000030,4°C,2.3,3.7,4.6,Winter Minimum Temperature Change
E06000031,4°C,2.9,3.8,5.2,Winter Minimum Temperature Change
E06000032,4°C,2.6,3.8,5.0,Winter Minimum Temperature Change
E06000033,4°C,2.7,3.9,4.8,Winter Minimum Temperature Change
E06000034,4°C,2.7,3.6,4.5,Winter Minimum Temperature Change
E06000035,4°C,2.8,3.9,4.8,Winter Minimum Temperature Change
E06000036,4°C,2.4,3.5,4.3,Winter Minimum Temperature Change
E06000037,4°C,2.3,3.7,4.4,Winter Minimum Temperature Change
E06000038,4°C,2.4,3.4,4.2,Winter Minimum Temperature Change
E06000039,4°C,2.5,3.4,4.0,Winter Minimum Temperature Change
E06000040,4°C,2.3,3.5,4.0,Winter Minimum Temperature Change
E06000041,4°C,2.2,3.3,4.1,Winter Minimum Temperature Change
E06000042,4°C,2.8,3.7,4.9,Winter Minimum Temperature Change
E06000043,4°C,2.7,3.5,4.6,Winter Minimum Temperature Change
E06000044,4°C,2.3,3.0,3.6,Winter Minimum Temperature Change
E06000045,4°C,2.2,3.1,3.8,Winter Minimum Temperature Change
E06000046,4°C,2.5,3.2,3.7,Winter Minimum Temperature Change
E06000047,4°C,4.7,5.4,6.8,Winter Minimum Temperature Change
E06000049,4°C,3.1,3.8,5.3,Winter Minimum Temperature Change
E06000050,4°C,3.1,3.6,5.1,Winter Minimum Temperature Change
E06000051,4°C,3.1,3.9,5.4,Winter Minimum Temperature Change
E06000052,4°C,2.6,3.3,4.4,Winter Minimum Temperature Change
E06000053,4°C,1.9,2.6,3.3,Winter Minimum Temperature Change
E06000054,4°C,2.4,3.6,4.4,Winter Minimum Temperature Change
E06000055,4°C,2.9,3.7,5.0,Winter Minimum Temperature Change
E06000056,4°C,2.7,3.6,4.8,Winter Minimum Temperature Change
E06000057,4°C,4.6,5.6,6.9,Winter Minimum Temperature Change
E06000058,4°C,2.2,3.1,3.6,Winter Minimum Temperature Change
E06000059,4°C,2.5,3.6,4.0,Winter Minimum Temperature Change
E06000060,4°C,2.8,3.7,4.8,Winter Minimum Temperature Change
E06000061,4°C,3.1,4.0,5.2,Winter Minimum Temperature Change
E06000062,4°C,2.9,4.0,5.1,Winter Minimum Temperature Change
E06000063,4°C,3.6,4.4,5.3,Winter Minimum Temperature Change
E06000064,4°C,3.7,5.2,6.2,Winter Minimum Temperature Change
E06000065,4°C,3.9,4.6,6.4,Winter Minimum Temperature Change
E06000066,4°C,2.6,3.8,4.2,Winter Minimum Temperature Change
E07000008,4°C,2.7,3.7,4.9,Winter Minimum Temperature Change
E07000009,4°C,2.8,3.9,5.4,Winter Minimum Temperature Change
E07000010,4°C,2.6,3.8,5.2,Winter Minimum Temperature Change
E07000011,4°C,2.8,3.6,5.2,Winter Minimum Temperature Change
E07000012,4°C,2.7,3.7,5.1,Winter Minimum Temperature Change
E07000032,4°C,2.9,3.9,5.5,Winter Minimum Temperature Change
E07000033,4°C,3.3,3.8,6.1,Winter Minimum Temperature Change
E07000034,4°C,3.1,4.1,5.9,Winter Minimum Temperature Change
E07000035,4°C,3.7,4.5,6.4,Winter Minimum Temperature Change
E07000036,4°C,2.5,3.6,4.7,Winter Minimum Temperature Change
E07000037,4°C,4.3,5.4,7.1,Winter Minimum Temperature Change
E07000038,4°C,3.5,4.1,6.2,Winter Minimum Temperature Change
E07000039,4°C,2.5,3.7,4.9,Winter Minimum Temperature Change
E07000040,4°C,2.6,3.6,4.1,Winter Minimum Temperature Change
E07000041,4°C,2.2,2.8,3.8,Winter Minimum Temperature Change
E07000042,4°C,2.7,3.5,4.6,Winter Minimum Temperature Change
E07000043,4°C,3.0,3.6,4.2,Winter Minimum Temperature Change
E07000044,4°C,2.5,3.4,4.3,Winter Minimum Temperature Change
E07000045,4°C,2.7,3.4,4.4,Winter Minimum Temperature Change
E07000046,4°C,2.7,3.4,4.4,Winter Minimum Temperature Change
E07000047,4°C,2.8,3.6,5.1,Winter Minimum Temperature Change
E07000061,4°C,2.5,3.4,4.3,Winter Minimum Temperature Change
E07000062,4°C,2.5,3.7,4.8,Winter Minimum Temperature Change
E07000063,4°C,2.3,3.4,4.4,Winter Minimum Temperature Change
E07000064,4°C,2.4,3.8,4.8,Winter Minimum Temperature Change
E07000065,4°C,2.6,3.6,4.7,Winter Minimum Temperature Change
E07000066,4°C,2.8,3.7,4.8,Winter Minimum Temperature Change
E07000067,4°C,2.8,3.7,5.4,Winter Minimum Temperature Change
E07000068,4°C,2.9,3.8,5.1,Winter Minimum Temperature Change
E07000069,4°C,2.7,3.6,4.8,Winter Minimum Temperature Change
E07000070,4°C,2.9,3.5,5.2,Winter Minimum Temperature Change
E07000071,4°C,2.9,3.7,4.8,Winter Minimum Temperature Change
E07000072,4°C,2.8,3.7,4.9,Winter Minimum Temperature Change
E07000073,4°C,2.8,3.5,4.9,Winter Minimum Temperature Change
E07000074,4°C,2.8,3.8,4.8,Winter Minimum Temperature Change
E07000075,4°C,2.5,3.8,4.7,Winter Minimum Temperature Change
E07000076,4°C,2.7,3.7,4.8,Winter Minimum Temperature Change
E07000077,4°C,2.8,3.8,5.5,Winter Minimum Temperature Change
E07000078,4°C,2.7,3.6,4.7,Winter Minimum Temperature Change
E07000079,4°C,2.8,4.0,5.2,Winter Minimum Temperature Change
E07000080,4°C,2.7,3.2,4.7,Winter Minimum Temperature Change
E07000081,4°C,2.5,3.1,3.8,Winter Minimum Temperature Change
E07000082,4°C,2.7,3.8,4.4,Winter Minimum Temperature Change
E07000083,4°C,2.5,3.6,4.3,Winter Minimum Temperature Change
E07000084,4°C,2.5,3.7,4.4,Winter Minimum Temperature Change
E07000085,4°C,2.5,3.8,4.7,Winter Minimum Temperature Change
E07000086,4°C,2.0,2.9,3.6,Winter Minimum Temperature Change
E07000087,4°C,2.2,3.0,3.6,Winter Minimum Temperature Change
E07000088,4°C,2.5,3.1,3.8,Winter Minimum Temperature Change
E07000089,4°C,2.2,3.4,4.4,Winter Minimum Temperature Change
E07000090,4°C,2.3,3.1,3.7,Winter Minimum Temperature Change
E07000091,4°C,2.2,3.2,3.7,Winter Minimum Temperature Change
E07000092,4°C,2.3,3.6,4.7,Winter Minimum Temperature Change
E07000093,4°C,2.0,3.3,3.9,Winter Minimum Temperature Change
E07000094,4°C,2.0,3.2,3.8,Winter Minimum Temperature Change
E07000095,4°C,2.8,3.5,4.4,Winter Minimum Temperature Change
E07000096,4°C,2.9,3.8,5.2,Winter Minimum Temperature Change
E07000098,4°C,2.5,3.7,4.7,Winter Minimum Temperature Change
E07000099,4°C,2.8,3.7,5.1,Winter Minimum Temperature Change
E07000102,4°C,2.6,3.6,4.5,Winter Minimum Temperature Change
E07000103,4°C,2.5,3.6,4.4,Winter Minimum Temperature Change
E07000105,4°C,2.8,4.5,5.3,Winter Minimum Temperature Change
E07000106,4°C,3.1,4.5,5.2,Winter Minimum Temperature Change
E07000107,4°C,2.6,3.6,4.5,Winter Minimum Temperature Change
E07000108,4°C,3.0,4.3,5.0,Winter Minimum Temperature Change
E07000109,4°C,2.9,3.9,4.8,Winter Minimum Temperature Change
E07000110,4°C,3.0,4.5,5.3,Winter Minimum Temperature Change
E07000111,4°C,3.1,4.0,5.0,Winter Minimum Temperature Change
E07000112,4°C,2.8,4.4,5.2,Winter Minimum Temperature Change
E07000113,4°C,3.1,4.2,5.0,Winter Minimum Temperature Change
E07000114,4°C,2.8,4.0,4.5,Winter Minimum Temperature Change
E07000115,4°C,3.1,4.1,5.0,Winter Minimum Temperature Change
E07000116,4°C,2.8,3.8,5.0,Winter Minimum Temperature Change
E07000117,4°C,3.3,4.7,6.5,Winter Minimum Temperature Change
E07000118,4°C,3.0,3.6,4.7,Winter Minimum Temperature Change
E07000119,4°C,2.1,3.1,4.2,Winter Minimum Temperature Change
E07000120,4°C,2.9,3.8,5.5,Winter Minimum Temperature Change
E07000121,4°C,3.1,3.5,4.8,Winter Minimum Temperature Change
E07000122,4°C,3.2,4.8,6.5,Winter Minimum Temperature Change
E07000123,4°C,2.4,3.5,4.6,Winter Minimum Temperature Change
E07000124,4°C,3.3,4.3,5.8,Winter Minimum Temperature Change
E07000125,4°C,3.3,5.5,6.8,Winter Minimum Temperature Change
E07000126,4°C,2.5,3.1,4.4,Winter Minimum Temperature Change
E07000127,4°C,2.6,3.0,4.3,Winter Minimum Temperature Change
E07000128,4°C,2.5,3.3,4.3,Winter Minimum Temperature Change
E07000129,4°C,3.2,3.8,4.8,Winter Minimum Temperature Change
E07000130,4°C,2.7,3.7,5.2,Winter Minimum Temperature Change
E07000131,4°C,3.3,3.8,5.4,Winter Minimum Temperature Change
E07000132,4°C,2.9,3.6,5.3,Winter Minimum Temperature Change
E07000133,4°C,2.8,3.8,5.8,Winter Minimum Temperature Change
E07000134,4°C,2.5,3.7,5.4,Winter Minimum Temperature Change
E07000135,4°C,2.7,3.6,4.9,Winter Minimum Temperature Change
E07000136,4°C,2.0,3.5,5.0,Winter Minimum Temperature Change
E07000137,4°C,3.0,4.0,5.5,Winter Minimum Temperature Change
E07000138,4°C,1.8,3.3,5.0,Winter Minimum Temperature Change
E07000139,4°C,2.0,3.6,5.0,Winter Minimum Temperature Change
E07000140,4°C,2.2,3.6,4.9,Winter Minimum Temperature Change
E07000141,4°C,2.9,3.9,5.1,Winter Minimum Temperature Change
E07000142,4°C,2.5,3.5,5.2,Winter Minimum Temperature Change
E07000143,4°C,3.2,4.0,5.8,Winter Minimum Temperature Change
E07000144,4°C,2.6,4.1,5.8,Winter Minimum Temperature Change
E07000145,4°C,3.1,4.0,5.4,Winter Minimum Temperature Change
E07000146,4°C,3.0,4.0,5.5,Winter Minimum Temperature Change
E07000147,4°C,2.7,4.0,5.6,Winter Minimum Temperature Change
E07000148,4°C,2.5,4.0,5.9,Winter Minimum Temperature Change
E07000149,4°C,2.9,4.1,6.0,Winter Minimum Temperature Change
E07000170,4°C,2.7,4.0,6.0,Winter Minimum Temperature Change
E07000171,4°C,2.3,3.7,5.1,Winter Minimum Temperature Change
E07000172,4°C,2.6,3.5,4.7,Winter Minimum Temperature Change
E07000173,4°C,2.8,3.6,5.3,Winter Minimum Temperature Change
E07000174,4°C,3.1,3.9,6.0,Winter Minimum Temperature Change
E07000175,4°C,2.2,3.6,5.0,Winter Minimum Temperature Change
E07000176,4°C,2.6,3.5,4.6,Winter Minimum Temperature Change
E07000177,4°C,2.6,3.7,4.6,Winter Minimum Temperature Change
E07000178,4°C,2.3,3.2,4.3,Winter Minimum Temperature Change
E07000179,4°C,2.4,3.4,4.5,Winter Minimum Temperature Change
E07000180,4°C,2.0,3.3,4.4,Winter Minimum Temperature Change
E07000181,4°C,2.6,3.8,4.8,Winter Minimum Temperature Change
E07000192,4°C,3.0,4.1,5.6,Winter Minimum Temperature Change
E07000193,4°C,2.7,3.8,5.3,Winter Minimum Temperature Change
E07000194,4°C,2.6,3.9,4.7,Winter Minimum Temperature Change
E07000195,4°C,3.2,3.7,5.5,Winter Minimum Temperature Change
E07000196,4°C,2.7,3.5,4.9,Winter Minimum Temperature Change
E07000197,4°C,2.9,3.5,5.5,Winter Minimum Temperature Change
E07000198,4°C,3.6,4.4,6.6,Winter Minimum Temperature Change
E07000199,4°C,2.3,3.3,4.3,Winter Minimum Temperature Change
E07000200,4°C,2.9,3.6,5.4,Winter Minimum Temperature Change
E07000202,4°C,2.8,3.8,5.4,Winter Minimum Temperature Change
E07000203,4°C,2.7,4.0,5.7,Winter Minimum Temperature Change
E07000207,4°C,2.3,3.5,4.1,Winter Minimum Temperature Change
E07000208,4°C,2.5,3.5,4.6,Winter Minimum Temperature Change
E07000209,4°C,2.3,3.4,4.5,Winter Minimum Temperature Change
E07000210,4°C,2.6,3.7,4.8,Winter Minimum Temperature Change
E07000211,4°C,2.7,3.8,4.9,Winter Minimum Temperature Change
E07000212,4°C,2.4,3.4,4.4,Winter Minimum Temperature Change
E07000213,4°C,2.3,3.5,4.3,Winter Minimum Temperature Change
E07000214,4°C,2.4,3.5,4.5,Winter Minimum Temperature Change
E07000215,4°C,2.8,3.9,5.0,Winter Minimum Temperature Change
E07000216,4°C,2.3,3.6,4.6,Winter Minimum Temperature Change
E07000217,4°C,2.4,3.4,4.2,Winter Minimum Temperature Change
E07000218,4°C,2.8,3.6,4.6,Winter Minimum Temperature Change
E07000219,4°C,2.9,3.7,4.7,Winter Minimum Temperature Change
E07000220,4°C,2.8,3.3,4.7,Winter Minimum Temperature Change
E07000221,4°C,2.6,3.5,4.4,Winter Minimum Temperature Change
E07000222,4°C,2.7,3.6,4.3,Winter Minimum Temperature Change
E07000223,4°C,2.6,3.4,4.5,Winter Minimum Temperature Change
E07000224,4°C,2.6,3.4,4.2,Winter Minimum Temperature Change
E07000225,4°C,2.5,3.6,4.3,Winter Minimum Temperature Change
E07000226,4°C,2.2,3.6,4.8,Winter Minimum Temperature Change
E07000227,4°C,2.2,3.3,4.3,Winter Minimum Temperature Change
E07000228,4°C,2.3,3.7,4.5,Winter Minimum Temperature Change
E07000229,4°C,2.7,3.5,4.5,Winter Minimum Temperature Change
E07000234,4°C,3.0,3.7,5.2,Winter Minimum Temperature Change
E07000235,4°C,2.6,3.2,4.8,Winter Minimum Temperature Change
E07000236,4°C,2.9,3.4,4.6,Winter Minimum Temperature Change
E07000237,4°C,2.3,2.8,3.7,Winter Minimum Temperature Change
E07000238,4°C,2.4,3.1,3.8,Winter Minimum Temperature Change
E07000239,4°C,2.5,3.2,4.5,Winter Minimum Temperature Change
E07000240,4°C,2.8,3.6,4.8,Winter Minimum Temperature Change
E07000241,4°C,2.7,3.6,4.8,Winter Minimum Temperature Change
E07000242,4°C,2.8,3.7,5.1,Winter Minimum Temperature Change
E07000243,4°C,2.9,3.5,5.3,Winter Minimum Temperature Change
E07000244,4°C,2.7,4.1,5.5,Winter Minimum Temperature Change
E07000245,4°C,2.8,3.8,5.5,Winter Minimum Temperature Change
E08000001,4°C,3.1,4.0,5.2,Winter Minimum Temperature Change
E08000002,4°C,2.8,3.8,5.5,Winter Minimum Temperature Change
E08000003,4°C,1.7,3.1,4.9,Winter Minimum Temperature Change
E08000004,4°C,3.1,4.5,7.0,Winter Minimum Temperature Change
E08000005,4°C,2.9,4.5,6.6,Winter Minimum Temperature Change
E08000006,4°C,2.1,3.1,4.8,Winter Minimum Temperature Change
E08000007,4°C,2.4,3.6,5.4,Winter Minimum Temperature Change
E08000008,4°C,2.6,4.1,6.5,Winter Minimum Temperature Change
E08000009,4°C,2.2,3.0,4.8,Winter Minimum Temperature Change
E08000010,4°C,2.1,3.3,4.6,Winter Minimum Temperature Change
E08000011,4°C,2.4,3.5,4.4,Winter Minimum Temperature Change
E08000012,4°C,2.7,3.4,4.3,Winter Minimum Temperature Change
E08000013,4°C,2.4,3.3,4.4,Winter Minimum Temperature Change
E08000014,4°C,2.5,3.3,4.0,Winter Minimum Temperature Change
E08000015,4°C,2.9,3.6,4.3,Winter Minimum Temperature Change
E08000016,4°C,3.5,4.0,5.6,Winter Minimum Temperature Change
E08000017,4°C,2.5,3.4,5.2,Winter Minimum Temperature Change
E08000018,4°C,3.0,4.0,5.9,Winter Minimum Temperature Change
E08000019,4°C,3.9,4.7,6.0,Winter Minimum Temperature Change
E08000021,4°C,2.9,4.7,6.0,Winter Minimum Temperature Change
E08000022,4°C,2.9,4.2,5.5,Winter Minimum Temperature Change
E08000023,4°C,2.8,4.0,5.3,Winter Minimum Temperature Change
E08000024,4°C,3.2,4.3,5.8,Winter Minimum Temperature Change
E08000025,4°C,3.1,4.1,4.9,Winter Minimum Temperature Change
E08000026,4°C,3.0,3.7,4.4,Winter Minimum Temperature Change
E08000027,4°C,2.8,3.6,4.9,Winter Minimum Temperature Change
E08000028,4°C,3.1,3.7,5.1,Winter Minimum Temperature Change
E08000029,4°C,3.0,3.7,4.7,Winter Minimum Temperature Change
E08000030,4°C,3.0,4.1,5.4,Winter Minimum Temperature Change
E08000031,4°C,2.7,3.8,4.8,Winter Minimum Temperature Change
E08000032,4°C,3.6,4.7,6.1,Winter Minimum Temperature Change
E08000033,4°C,3.9,5.2,6.7,Winter Minimum Temperature Change
E08000034,4°C,3.7,4.5,6.1,Winter Minimum Temperature Change
E08000035,4°C,3.1,3.9,5.5,Winter Minimum Temperature Change
E08000036,4°C,2.1,3.5,5.4,Winter Minimum Temperature Change
E08000037,4°C,3.5,4.9,6.2,Winter Minimum Temperature Change
E09000001,4°C,3.0,4.1,4.5,Winter Minimum Temperature Change
E09000002,4°C,2.7,3.6,4.4,Winter Minimum Temperature Change
E09000003,4°C,2.7,3.7,4.4,Winter Minimum Temperature Change
E09000004,4°C,2.8,3.6,4.4,Winter Minimum Temperature Change
E09000005,4°C,2.8,3.7,4.4,Winter Minimum Temperature Change
E09000006,4°C,2.9,3.7,4.7,Winter Minimum Temperature Change
E09000007,4°C,2.8,4.0,4.5,Winter Minimum Temperature Change
E09000008,4°C,2.7,3.9,4.7,Winter Minimum Temperature Change
E09000009,4°C,2.7,3.4,4.3,Winter Minimum Temperature Change
E09000010,4°C,2.9,3.6,4.3,Winter Minimum Temperature Change
E09000011,4°C,2.8,3.9,4.4,Winter Minimum Temperature Change
E09000012,4°C,2.9,4.0,4.4,Winter Minimum Temperature Change
E09000013,4°C,3.0,3.9,4.3,Winter Minimum Temperature Change
E09000014,4°C,2.8,3.9,4.4,Winter Minimum Temperature Change
E09000015,4°C,2.4,3.7,4.3,Winter Minimum Temperature Change
E09000016,4°C,2.7,3.6,4.6,Winter Minimum Temperature Change
E09000017,4°C,2.5,3.4,4.1,Winter Minimum Temperature Change
E09000018,4°C,2.6,3.4,4.1,Winter Minimum Temperature Change
E09000019,4°C,2.9,4.0,4.4,Winter Minimum Temperature Change
E09000020,4°C,2.9,4.0,4.3,Winter Minimum Temperature Change
E09000021,4°C,2.5,3.6,4.1,Winter Minimum Temperature Change
E09000022,4°C,2.8,4.1,4.4,Winter Minimum Temperature Change
E09000023,4°C,2.9,4.0,4.3,Winter Minimum Temperature Change
E09000024,4°C,2.7,3.7,4.2,Winter Minimum Temperature Change
E09000025,4°C,2.8,4.0,4.3,Winter Minimum Temperature Change
E09000026,4°C,2.7,3.4,4.3,Winter Minimum Temperature Change
E09000027,4°C,2.5,3.5,4.1,Winter Minimum Temperature Change
E09000028,4°C,2.9,4.1,4.4,Winter Minimum Temperature Change
E09000029,4°C,2.6,3.7,4.5,Winter Minimum Temperature Change
E09000030,4°C,3.0,4.0,4.4,Winter Minimum Temperature Change
E09000031,4°C,2.8,3.4,4.3,Winter Minimum Temperature Change
E09000032,4°C,2.8,3.9,4.2,Winter Minimum Temperature Change
E09000033,4°C,3.0,4.1,4.3,Winter Minimum Temperature Change
N09000001,4°C,3.0,3.5,4.8,Winter Minimum Temperature Change
N09000002,4°C,2.6,3.4,4.0,Winter Minimum Temperature Change
N09000003,4°C,2.9,3.4,4.0,Winter Minimum Temperature Change
N09000004,4°C,2.8,3.7,4.6,Winter Minimum Temperature Change
N09000005,4°C,3.0,4.2,5.9,Winter Minimum Temperature Change
N09000006,4°C,3.1,3.9,5.9,Winter Minimum Temperature Change
N09000007,4°C,2.5,3.6,3.9,Winter Minimum Temperature Change
N09000008,4°C,2.7,3.8,4.8,Winter Minimum Temperature Change
N09000009,4°C,3.2,3.9,5.1,Winter Minimum Temperature Change
N09000010,4°C,2.6,3.1,4.0,Winter Minimum Temperature Change
N09000011,4°C,2.1,3.0,3.4,Winter Minimum Temperature Change
S12000005,4°C,4.4,5.9,7.2,Winter Minimum Temperature Change
S12000006,4°C,3.4,4.8,5.8,Winter Minimum Temperature Change
S12000008,4°C,3.9,5.0,7.3,Winter Minimum Temperature Change
S12000010,4°C,3.7,4.3,5.7,Winter Minimum Temperature Change
S12000011,4°C,3.9,4.5,6.4,Winter Minimum Temperature Change
S12000013,4°C,3.5,4.9,5.9,Winter Minimum Temperature Change
S12000014,4°C,3.1,4.6,6.4,Winter Minimum Temperature Change
S12000017,4°C,4.7,6.6,7.6,Winter Minimum Temperature Change
S12000018,4°C,3.7,5.3,6.2,Winter Minimum Temperature Change
S12000019,4°C,4.6,5.3,7.0,Winter Minimum Temperature Change
S12000020,4°C,5.2,6.3,7.4,Winter Minimum Temperature Change
S12000021,4°C,3.4,4.4,5.5,Winter Minimum Temperature Change
S12000023,4°C,4.0,5.0,5.6,Winter Minimum Temperature Change
S12000026,4°C,4.8,5.6,7.4,Winter Minimum Temperature Change
