CODE,scenario,lower,median,upper,indicator
E08000032,2001-2020,-6.9,-6.1,-4.4,Winter Minimum Temperature Change
E08000033,2001-2020,-7.3,-6.2,-4.5,Winter Minimum Temperature Change
E08000034,2001-2020,-6.8,-5.5,-3.8,Winter Minimum Temperature Change
E08000035,2001-2020,-6.6,-5.8,-4.1,Winter Minimum Temperature Change
E08000036,2001-2020,-6.2,-5.4,-3.5,Winter Minimum Temperature Change
E08000037,2001-2020,-6.6,-5.2,-4.4,Winter Minimum Temperature Change
E09000001,2001-2020,-4.7,-3.8,-2.4,Winter Minimum Temperature Change
E09000002,2001-2020,-5.2,-4.6,-3.4,Winter Minimum Temperature Change
E09000003,2001-2020,-5.8,-5.1,-4.1,Winter Minimum Temperature Change
E09000004,2001-2020,-5.6,-4.7,-3.9,Winter Minimum Temperature Change
E09000005,2001-2020,-5.4,-4.7,-3.7,Winter Minimum Temperature Change
E09000006,2001-2020,-6.2,-5.4,-4.4,Winter Minimum Temperature Change
E09000007,2001-2020,-5.1,-4.2,-2.9,Winter Minimum Temperature Change
E09000008,2001-2020,-5.9,-5.2,-4.0,Winter Minimum Temperature Change
E09000009,2001-2020,-5.8,-5.0,-4.0,Winter Minimum Temperature Change
E09000010,2001-2020,-5.8,-5.1,-4.0,Winter Minimum Temperature Change
E09000011,2001-2020,-5.2,-4.5,-3.4,Winter Minimum Temperature Change
E09000012,2001-2020,-5.2,-4.2,-2.9,Winter Minimum Temperature Change
E09000013,2001-2020,-5.2,-4.2,-3.1,Winter Minimum Temperature Change
E09000014,2001-2020,-5.3,-4.5,-3.3,Winter Minimum Temperature Change
E09000015,2001-2020,-6.1,-5.5,-4.3,Winter Minimum Temperature Change
E09000016,2001-2020,-5.9,-5.2,-4.1,Winter Minimum Temperature Change
E09000017,2001-2020,-6.2,-5.6,-4.7,Winter Minimum Temperature Change
E09000018,2001-2020,-5.6,-4.8,-3.9,Winter Minimum Temperature Change
E09000019,2001-2020,-5.0,-4.0,-2.7,Winter Minimum Temperature Change
E09000020,2001-2020,-5.0,-3.9,-2.8,Winter Minimum Temperature Change
E09000021,2001-2020,-6.1,-5.2,-4.2,Winter Minimum Temperature Change
E09000022,2001-2020,-5.0,-4.1,-3.1,Winter Minimum Temperature Change
E09000023,2001-2020,-5.2,-4.5,-3.5,Winter Minimum Temperature Change
E09000024,2001-2020,-5.7,-4.8,-3.8,Winter Minimum Temperature Change
E09000025,2001-2020,-5.2,-4.4,-3.0,Winter Minimum Temperature Change
E09000026,2001-2020,-5.6,-4.9,-3.6,Winter Minimum Temperature Change
E09000027,2001-2020,-5.7,-4.9,-3.9,Winter Minimum Temperature Change
E09000028,2001-2020,-4.9,-4.0,-3.0,Winter Minimum Temperature Change
E09000029,2001-2020,-5.9,-5.1,-4.0,Winter Minimum Temperature Change
E09000030,2001-2020,-5.0,-4.1,-2.8,Winter Minimum Temperature Change
E09000031,2001-2020,-5.5,-4.8,-3.4,Winter Minimum Temperature Change
E09000032,2001-2020,-5.4,-4.4,-3.4,Winter Minimum Temperature Change
E09000033,2001-2020,-4.8,-3.8,-2.6,Winter Minimum Temperature Change
N09000001,2001-2020,-5.3,-4.5,-3.0,Winter Minimum Temperature Change
N09000002,2001-2020,-6.0,-5.5,-4.1,Winter Minimum Temperature Change
N09000003,2001-2020,-4.5,-4.2,-3.0,Winter Minimum Temperature Change
N09000004,2001-2020,-5.4,-4.6,-3.1,Winter Minimum Temperature Change
N09000005,2001-2020,-6.2,-5.2,-3.6,Winter Minimum Temperature Change
N09000006,2001-2020,-6.8,-5.7,-4.2,Winter Minimum Temperature Change
N09000007,2001-2020,-5.9,-5.1,-3.7,Winter Minimum Temperature Change
N09000008,2001-2020,-5.2,-4.6,-3.2,Winter Minimum Temperature Change
N09000009,2001-2020,-6.0,-5.3,-3.5,Winter Minimum Temperature Change
N09000010,2001-2020,-5.1,-4.6,-3.3,Winter Minimum Temperature Change
N09000011,2001-2020,-3.5,-2.9,-2.1,Winter Minimum Temperature Change
S12000005,2001-2020,-10.2,-8.0,-6.3,Winter Minimum Temperature Change
S12000006,2001-2020,-8.7,-7.2,-5.9,Winter Minimum Temperature Change
S12000008,2001-2020,-9.5,-7.6,-6.0,Winter Minimum Temperature Change
S12000010,2001-2020,-7.2,-5.8,-4.7,Winter Minimum Temperature Change
S12000011,2001-2020,-9.4,-7.5,-5.8,Winter Minimum Temperature Change
S12000013,2001-2020,-5.2,-3.9,-2.5,Winter Minimum Temperature Change
S12000014,2001-2020,-8.8,-7.2,-5.5,Winter Minimum Temperature Change
S12000017,2001-2020,-9.8,-8.0,-7.1,Winter Minimum Temperature Change
S12000018,2001-2020,-7.0,-5.4,-3.7,Winter Minimum Temperature Change
S12000019,2001-2020,-9.5,-7.4,-6.6,Winter Minimum Temperature Change
S12000020,2001-2020,-10.9,-8.8,-7.8,Winter Minimum Temperature Change
S12000021,2001-2020,-6.8,-5.1,-3.6,Winter Minimum Temperature Change
S12000023,2001-2020,-4.5,-3.2,-2.3,Winter Minimum Temperature Change
S12000026,2001-2020,-10.4,-8.1,-7.1,Winter Minimum Temperature Change
S12000027,2001-2020,-5.8,-3.7,-2.8,Winter Minimum Temperature Change
S12000028,2001-2020,-7.5,-6.0,-4.7,Winter Minimum Temperature Change
S12000029,2001-2020,-10.8,-8.6,-6.9,Winter Minimum Temperature Change
S12000030,2001-2020,-10.4,-7.9,-6.5,Winter Minimum Temperature Change
S12000033,2001-2020,-8.1,-6.4,-5.2,Winter Minimum Temperature Change
S12000034,2001-2020,-10.3,-8.4,-7.0,Winter Minimum Temperature Change
S12000035,2001-2020,-7.3,-5.3,-4.2,Winter Minimum Temperature Change
S12000036,2001-2020,-8.6,-6.9,-5.7,Winter Minimum Temperature Change
S12000038,2001-2020,-9.1,-7.1,-5.5,Winter Minimum Temperature Change
S12000039,2001-2020,-8.0,-5.9,-4.5,Winter Minimum Temperature Change
S12000040,2001-2020,-10.0,-7.9,-6.4,Winter Minimum Temperature Change
S12000041,2001-2020,-10.2,-7.9,-6.9,Winter Minimum Temperature Change
S12000042,2001-2020,-6.9,-5.4,-4.1,Winter Minimum Temperature Change
S12000045,2001-2020,-9.5,-7.2,-5.4,Winter Minimum Temperature Change
S12000047,2001-2020,-7.9,-6.4,-5.2,Winter Minimum Temperature Change
S12000048,2001-2020,-11.7,-9.0,-8.1,Winter Minimum Temperature Change
S12000049,2001-2020,-7.8,-6.5,-4.7,Winter Minimum Temperature Change
S12000050,2001-2020,-9.6,-7.6,-5.8,Winter Minimum Temperature Change
W06000001,2001-2020,-4.2,-3.4,-1.9,Winter Minimum Temperature Change
W06000002,2001-2020,-6.2,-5.2,-3.5,Winter Minimum Temperature Change
W06000003,2001-2020,-7.0,-6.3,-4.6,Winter Minimum Temperature Change
W06000004,2001-2020,-7.4,-6.9,-5.0,Winter Minimum Temperature Change
W06000005,2001-2020,-6.8,-6.3,-4.5,Winter Minimum Temperature Change
W06000006,2001-2020,-7.2,-6.6,-5.0,Winter Minimum Temperature Change
W06000008,2001-2020,-7.0,-6.2,-4.0,Winter Minimum Temperature Change
W06000009,2001-2020,-5.6,-4.8,-3.4,Winter Minimum Temperature Change
W06000010,2001-2020,-6.6,-5.9,-3.8,Winter Minimum Temperature Change
W06000011,2001-2020,-5.2,-4.3,-3.1,Winter Minimum Temperature Change
W06000012,2001-2020,-6.1,-5.2,-3.7,Winter Minimum Temperature Change
W06000013,2001-2020,-6.2,-5.5,-3.9,Winter Minimum Temperature Change
W06000014,2001-2020,-6.1,-5.1,-3.9,Winter Minimum Temperature Change
W06000015,2001-2020,-6.1,-5.4,-4.0,Winter Minimum Temperature Change
W06000016,2001-2020,-6.6,-6.0,-4.0,Winter Minimum Temperature Change
W06000018,2001-2020,-7.0,-6.1,-4.3,Winter Minimum Temperature Change
W06000019,2001-2020,-7.7,-6.7,-5.2,Winter Minimum Temperature Change
W06000020,2001-2020,-7.3,-6.2,-4.8,Winter Minimum Temperature Change
W06000021,2001-2020,-6.5,-5.8,-4.2,Winter Minimum Temperature Change
W06000022,2001-2020,-5.3,-4.9,-3.4,Winter Minimum Temperature Change
W06000023,2001-2020,-8.0,-7.1,-5.0,Winter Minimum Temperature Change
W06000024,2001-2020,-7.1,-6.3,-4.1,Winter Minimum Temperature Change
E12000007,2001-2020,-5.6,-4.9,-3.8,Winter Minimum Temperature Change
E47000001,1.5°C,0.5,1.8,2.9,Winter Minimum Temperature Change
E47000002,1.5°C,0.2,1.6,2.7,Winter Minimum Temperature Change
E47000003,1.5°C,0.5,1.8,2.7,Winter Minimum Temperature Change
E47000004,1.5°C,0.2,1.6,2.3,Winter Minimum Temperature Change
E47000006,1.5°C,0.5,2.2,3.1,Winter Minimum Temperature Change
E47000007,1.5°C,0.6,1.8,2.9,Winter Minimum Temperature Change
E47000008,1.5°C,0.2,1.7,2.6,Winter Minimum Temperature Change
E47000009,1.5°C,0.9,1.5,2.6,Winter Minimum Temperature Change
E47000010,1.5°C,0.6,2.1,3.4,Winter Minimum Temperature Change
E47000011,1.5°C,0.9,2.1,3.2,Winter Minimum Temperature Change
E10000003,1.5°C,0.2,1.7,2.6,Winter Minimum Temperature Change
E10000007,1.5°C,0.7,1.7,3.1,Winter Minimum Temperature Change
E10000008,1.5°C,0.6,1.2,2.6,Winter Minimum Temperature Change
E10000011,1.5°C,0.2,1.6,2.4,Winter Minimum Temperature Change
E10000012,1.5°C,0.5,2.1,2.7,Winter Minimum Temperature Change
E10000013,1.5°C,0.7,1.8,2.6,Winter Minimum Temperature Change
E10000014,1.5°C,0.1,1.5,2.3,Winter Minimum Temperature Change
E10000015,1.5°C,0.5,2.0,2.8,Winter Minimum Temperature Change
E10000016,1.5°C,0.3,2.0,2.6,Winter Minimum Temperature Change
E10000017,1.5°C,0.6,1.5,2.8,Winter Minimum Temperature Change
E10000018,1.5°C,0.5,2.1,3.1,Winter Minimum Temperature Change
E10000019,1.5°C,0.0,1.7,2.8,Winter Minimum Temperature Change
E10000020,1.5°C,0.1,2.0,2.7,Winter Minimum Temperature Change
E10000024,1.5°C,0.3,1.8,2.8,Winter Minimum Temperature Change
E10000025,1.5°C,0.4,2.0,2.6,Winter Minimum Temperature Change
E10000028,1.5°C,0.6,1.8,3.3,Winter Minimum Temperature Change
E10000029,1.5°C,0.1,2.0,2.5,Winter Minimum Temperature Change
E10000030,1.5°C,0.2,1.8,2.6,Winter Minimum Temperature Change
E10000031,1.5°C,0.5,1.9,2.9,Winter Minimum Temperature Change
E10000032,1.5°C,0.2,1.5,2.3,Winter Minimum Temperature Change
E10000034,1.5°C,0.4,1.5,2.7,Winter Minimum Temperature Change
E06000001,1.5°C,0.6,2.1,2.8,Winter Minimum Temperature Change
E06000002,1.5°C,0.5,2.1,2.9,Winter Minimum Temperature Change
E06000003,1.5°C,0.4,2.0,3.0,Winter Minimum Temperature Change
E06000004,1.5°C,0.5,2.3,3.1,Winter Minimum Temperature Change
E06000005,1.5°C,0.4,2.3,3.2,Winter Minimum Temperature Change
E06000006,1.5°C,0.3,1.4,2.7,Winter Minimum Temperature Change
E06000007,1.5°C,0.3,1.4,2.5,Winter Minimum Temperature Change
E06000008,1.5°C,0.6,1.6,2.8,Winter Minimum Temperature Change
E06000009,1.5°C,0.0,1.1,2.6,Winter Minimum Temperature Change
E06000010,1.5°C,0.4,2.0,3.0,Winter Minimum Temperature Change
E06000011,1.5°C,0.5,2.2,3.1,Winter Minimum Temperature Change
E06000012,1.5°C,0.1,2.0,2.9,Winter Minimum Temperature Change
E06000013,1.5°C,0.2,1.8,2.9,Winter Minimum Temperature Change
E06000014,1.5°C,0.5,1.9,3.9,Winter Minimum Temperature Change
E06000015,1.5°C,0.3,1.4,3.1,Winter Minimum Temperature Change
E06000016,1.5°C,0.5,1.9,2.7,Winter Minimum Temperature Change
E06000017,1.5°C,0.4,2.2,2.9,Winter Minimum Temperature Change
E06000018,1.5°C,0.2,1.8,2.7,Winter Minimum Temperature Change
E06000019,1.5°C,0.8,1.4,3.0,Winter Minimum Temperature Change
E06000020,1.5°C,0.6,1.9,3.1,Winter Minimum Temperature Change
E06000021,1.5°C,0.3,2.0,3.7,Winter Minimum Temperature Change
E06000022,1.5°C,0.7,1.6,2.5,Winter Minimum Temperature Change
E06000023,1.5°C,0.7,1.5,2.2,Winter Minimum Temperature Change
E06000024,1.5°C,0.5,1.4,2.1,Winter Minimum Temperature Change
E06000025,1.5°C,0.9,1.6,2.8,Winter Minimum Temperature Change
E06000026,1.5°C,0.5,1.3,1.9,Winter Minimum Temperature Change
E06000027,1.5°C,0.7,1.2,2.3,Winter Minimum Temperature Change
E06000030,1.5°C,0.2,1.8,2.5,Winter Minimum Temperature Change
E06000031,1.5°C,-0.2,1.8,2.7,Winter Minimum Temperature Change
E06000032,1.5°C,0.3,2.0,2.7,Winter Minimum Temperature Change
E06000033,1.5°C,0.7,1.9,2.5,Winter Minimum Temperature Change
E06000034,1.5°C,0.6,1.9,2.3,Winter Minimum Temperature Change
E06000035,1.5°C,0.6,1.8,2.6,Winter Minimum Temperature Change
E06000036,1.5°C,0.2,1.8,2.6,Winter Minimum Temperature Change
E06000037,1.5°C,0.1,2.0,2.3,Winter Minimum Temperature Change
E06000038,1.5°C,0.3,1.9,2.4,Winter Minimum Temperature Change
E06000039,1.5°C,0.5,1.7,2.3,Winter Minimum Temperature Change
E06000040,1.5°C,0.4,1.8,2.4,Winter Minimum Temperature Change
E06000041,1.5°C,0.2,1.8,2.4,Winter Minimum Temperature Change
E06000042,1.5°C,0.4,2.0,2.9,Winter Minimum Temperature Change
E06000043,1.5°C,0.3,1.5,2.5,Winter Minimum Temperature Change
E06000044,1.5°C,0.3,1.1,2.0,Winter Minimum Temperature Change
E06000045,1.5°C,0.4,1.2,2.1,Winter Minimum Temperature Change
E06000046,1.5°C,0.4,1.2,2.2,Winter Minimum Temperature Change
E06000047,1.5°C,0.6,2.1,3.4,Winter Minimum Temperature Change
E06000049,1.5°C,0.6,1.8,3.0,Winter Minimum Temperature Change
E06000050,1.5°C,0.4,1.6,2.9,Winter Minimum Temperature Change
E06000051,1.5°C,0.6,2.0,3.0,Winter Minimum Temperature Change
E06000052,1.5°C,0.5,1.3,2.2,Winter Minimum Temperature Change
E06000053,1.5°C,0.2,0.8,1.9,Winter Minimum Temperature Change
E06000054,1.5°C,0.5,1.9,2.5,Winter Minimum Temperature Change
E06000055,1.5°C,0.4,2.1,2.6,Winter Minimum Temperature Change
E06000056,1.5°C,0.3,2.1,2.6,Winter Minimum Temperature Change
E06000057,1.5°C,0.9,2.1,3.2,Winter Minimum Temperature Change
E06000058,1.5°C,0.5,1.2,1.9,Winter Minimum Temperature Change
E06000059,1.5°C,0.7,1.4,2.3,Winter Minimum Temperature Change
E06000060,1.5°C,0.6,2.0,2.8,Winter Minimum Temperature Change
E06000061,1.5°C,0.3,2.0,3.0,Winter Minimum Temperature Change
E06000062,1.5°C,0.2,2.1,3.1,Winter Minimum Temperature Change
E06000063,1.5°C,1.0,1.8,2.7,Winter Minimum Temperature Change
E06000064,1.5°C,1.1,1.9,3.1,Winter Minimum Temperature Change
E06000065,1.5°C,0.8,2.1,3.0,Winter Minimum Temperature Change
E06000066,1.5°C,0.7,1.4,2.0,Winter Minimum Temperature Change
E07000008,1.5°C,0.2,1.6,2.7,Winter Minimum Temperature Change
E07000009,1.5°C,0.2,1.8,2.7,Winter Minimum Temperature Change
E07000010,1.5°C,-0.1,1.8,2.6,Winter Minimum Temperature Change
E07000011,1.5°C,0.3,1.8,2.7,Winter Minimum Temperature Change
E07000012,1.5°C,0.4,1.9,2.6,Winter Minimum Temperature Change
E07000032,1.5°C,0.4,1.3,2.9,Winter Minimum Temperature Change
E07000033,1.5°C,0.1,1.4,3.0,Winter Minimum Temperature Change
E07000034,1.5°C,-0.2,1.4,2.8,Winter Minimum Temperature Change
E07000035,1.5°C,0.7,1.7,3.1,Winter Minimum Temperature Change
E07000036,1.5°C,0.4,1.5,2.9,Winter Minimum Temperature Change
E07000037,1.5°C,0.8,1.7,3.7,Winter Minimum Temperature Change
E07000038,1.5°C,0.1,1.6,2.9,Winter Minimum Temperature Change
E07000039,1.5°C,0.5,1.6,3.2,Winter Minimum Temperature Change
E07000040,1.5°C,0.8,1.1,2.2,Winter Minimum Temperature Change
E07000041,1.5°C,0.7,1.0,2.0,Winter Minimum Temperature Change
E07000042,1.5°C,0.8,1.1,2.6,Winter Minimum Temperature Change
E07000043,1.5°C,0.7,1.3,2.5,Winter Minimum Temperature Change
E07000044,1.5°C,0.8,1.3,2.3,Winter Minimum Temperature Change
E07000045,1.5°C,0.8,1.2,2.6,Winter Minimum Temperature Change
E07000046,1.5°C,0.5,1.1,2.6,Winter Minimum Temperature Change
E07000047,1.5°C,0.7,1.3,2.7,Winter Minimum Temperature Change
E07000061,1.5°C,0.3,1.4,2.5,Winter Minimum Temperature Change
E07000062,1.5°C,0.5,1.7,2.5,Winter Minimum Temperature Change
E07000063,1.5°C,0.1,1.5,2.3,Winter Minimum Temperature Change
E07000064,1.5°C,0.1,1.7,2.5,Winter Minimum Temperature Change
E07000065,1.5°C,0.2,1.6,2.5,Winter Minimum Temperature Change
E07000066,1.5°C,0.6,1.8,2.7,Winter Minimum Temperature Change
E07000067,1.5°C,0.4,2.1,2.8,Winter Minimum Temperature Change
E07000068,1.5°C,0.6,1.8,2.5,Winter Minimum Temperature Change
E07000069,1.5°C,0.6,1.8,2.6,Winter Minimum Temperature Change
E07000070,1.5°C,0.6,1.9,2.7,Winter Minimum Temperature Change
E07000071,1.5°C,0.5,1.9,2.4,Winter Minimum Temperature Change
E07000072,1.5°C,0.6,1.9,2.6,Winter Minimum Temperature Change
E07000073,1.5°C,0.6,2.0,2.8,Winter Minimum Temperature Change
E07000074,1.5°C,0.6,1.8,2.5,Winter Minimum Temperature Change
E07000075,1.5°C,0.7,1.8,2.6,Winter Minimum Temperature Change
E07000076,1.5°C,0.2,1.8,2.3,Winter Minimum Temperature Change
E07000077,1.5°C,0.4,2.1,2.9,Winter Minimum Temperature Change
E07000078,1.5°C,0.5,1.6,2.7,Winter Minimum Temperature Change
E07000079,1.5°C,0.5,2.1,2.8,Winter Minimum Temperature Change
E07000080,1.5°C,0.7,1.5,2.7,Winter Minimum Temperature Change
E07000081,1.5°C,0.5,1.3,2.4,Winter Minimum Temperature Change
E07000082,1.5°C,0.8,1.6,2.6,Winter Minimum Temperature Change
E07000083,1.5°C,0.4,1.6,2.3,Winter Minimum Temperature Change
E07000084,1.5°C,-0.1,1.9,2.4,Winter Minimum Temperature Change
E07000085,1.5°C,0.1,1.5,2.6,Winter Minimum Temperature Change
E07000086,1.5°C,0.3,1.3,2.0,Winter Minimum Temperature Change
E07000087,1.5°C,0.2,1.2,2.0,Winter Minimum Temperature Change
E07000088,1.5°C,0.3,1.1,2.1,Winter Minimum Temperature Change
E07000089,1.5°C,0.1,1.7,2.8,Winter Minimum Temperature Change
E07000090,1.5°C,0.3,1.2,2.2,Winter Minimum Temperature Change
E07000091,1.5°C,0.5,1.3,2.1,Winter Minimum Temperature Change
E07000092,1.5°C,0.1,1.6,2.8,Winter Minimum Temperature Change
E07000093,1.5°C,0.4,1.5,2.5,Winter Minimum Temperature Change
E07000094,1.5°C,0.1,1.3,2.3,Winter Minimum Temperature Change
E07000095,1.5°C,0.6,1.9,2.5,Winter Minimum Temperature Change
E07000096,1.5°C,0.3,2.0,3.0,Winter Minimum Temperature Change
E07000098,1.5°C,0.5,2.0,2.6,Winter Minimum Temperature Change
E07000099,1.5°C,0.4,2.2,2.8,Winter Minimum Temperature Change
E07000102,1.5°C,0.5,1.7,2.7,Winter Minimum Temperature Change
E07000103,1.5°C,0.5,1.8,2.6,Winter Minimum Temperature Change
E07000105,1.5°C,0.0,2.0,2.9,Winter Minimum Temperature Change
E07000106,1.5°C,0.6,1.9,2.5,Winter Minimum Temperature Change
E07000107,1.5°C,0.5,1.8,2.5,Winter Minimum Temperature Change
E07000108,1.5°C,0.3,1.8,2.8,Winter Minimum Temperature Change
E07000109,1.5°C,0.5,1.8,2.4,Winter Minimum Temperature Change
E07000110,1.5°C,0.2,2.1,2.7,Winter Minimum Temperature Change
E07000111,1.5°C,0.3,1.9,2.7,Winter Minimum Temperature Change
E07000112,1.5°C,0.1,1.8,2.7,Winter Minimum Temperature Change
E07000113,1.5°C,0.6,2.0,2.5,Winter Minimum Temperature Change
E07000114,1.5°C,0.3,1.8,2.2,Winter Minimum Temperature Change
E07000115,1.5°C,0.5,1.7,2.6,Winter Minimum Temperature Change
E07000116,1.5°C,0.0,1.8,2.6,Winter Minimum Temperature Change
E07000117,1.5°C,0.8,1.8,3.4,Winter Minimum Temperature Change
E07000118,1.5°C,0.4,1.5,2.6,Winter Minimum Temperature Change
E07000119,1.5°C,0.2,1.2,2.4,Winter Minimum Temperature Change
E07000120,1.5°C,0.6,1.6,2.8,Winter Minimum Temperature Change
E07000121,1.5°C,0.4,1.4,2.9,Winter Minimum Temperature Change
E07000122,1.5°C,0.7,1.8,3.7,Winter Minimum Temperature Change
E07000123,1.5°C,0.4,1.4,2.4,Winter Minimum Temperature Change
E07000124,1.5°C,0.6,1.5,3.4,Winter Minimum Temperature Change
E07000125,1.5°C,0.6,1.8,3.3,Winter Minimum Temperature Change
E07000126,1.5°C,0.3,1.5,2.2,Winter Minimum Temperature Change
E07000127,1.5°C,0.2,1.5,2.3,Winter Minimum Temperature Change
E07000128,1.5°C,0.3,1.2,2.7,Winter Minimum Temperature Change
E07000129,1.5°C,0.5,2.0,2.9,Winter Minimum Temperature Change
E07000130,1.5°C,0.4,1.9,3.0,Winter Minimum Temperature Change
E07000131,1.5°C,0.4,2.3,3.1,Winter Minimum Temperature Change
E07000132,1.5°C,0.6,2.0,3.0,Winter Minimum Temperature Change
E07000133,1.5°C,0.4,1.9,3.0,Winter Minimum Temperature Change
E07000134,1.5°C,0.5,1.9,3.1,Winter Minimum Temperature Change
E07000135,1.5°C,0.5,2.1,3.1,Winter Minimum Temperature Change
E07000136,1.5°C,0.0,1.6,2.6,Winter Minimum Temperature Change
E07000137,1.5°C,0.0,1.8,3.0,Winter Minimum Temperature Change
E07000138,1.5°C,0.1,1.7,2.6,Winter Minimum Temperature Change
E07000139,1.5°C,-0.1,1.6,2.6,Winter Minimum Temperature Change
E07000140,1.5°C,0.1,1.6,2.4,Winter Minimum Temperature Change
E07000141,1.5°C,0.0,1.7,2.8,Winter Minimum Temperature Change
E07000142,1.5°C,0.2,1.8,3.1,Winter Minimum Temperature Change
E07000143,1.5°C,0.2,2.1,2.9,Winter Minimum Temperature Change
E07000144,1.5°C,0.3,1.9,2.6,Winter Minimum Temperature Change
E07000145,1.5°C,0.1,1.7,2.6,Winter Minimum Temperature Change
E07000146,1.5°C,-0.1,1.9,2.5,Winter Minimum Temperature Change
E07000147,1.5°C,0.2,1.9,2.5,Winter Minimum Temperature Change
E07000148,1.5°C,0.2,1.8,2.6,Winter Minimum Temperature Change
E07000149,1.5°C,0.3,2.2,2.8,Winter Minimum Temperature Change
E07000170,1.5°C,0.5,1.6,2.8,Winter Minimum Temperature Change
E07000171,1.5°C,0.2,1.7,2.9,Winter Minimum Temperature Change
E07000172,1.5°C,0.3,1.7,2.8,Winter Minimum Temperature Change
E07000173,1.5°C,0.5,1.7,2.9,Winter Minimum Temperature Change
E07000174,1.5°C,0.1,1.6,3.3,Winter Minimum Temperature Change
E07000175,1.5°C,0.3,1.6,2.8,Winter Minimum Temperature Change
E07000176,1.5°C,0.5,1.6,2.9,Winter Minimum Temperature Change
E07000177,1.5°C,0.2,2.1,3.2,Winter Minimum Temperature Change
E07000178,1.5°C,0.5,1.9,2.8,Winter Minimum Temperature Change
E07000179,1.5°C,0.5,2.1,2.5,Winter Minimum Temperature Change
E07000180,1.5°C,0.3,1.8,2.4,Winter Minimum Temperature Change
E07000181,1.5°C,0.3,1.9,2.9,Winter Minimum Temperature Change
E07000192,1.5°C,0.7,1.8,3.2,Winter Minimum Temperature Change
E07000193,1.5°C,0.6,1.5,3.2,Winter Minimum Temperature Change
E07000194,1.5°C,0.6,1.7,2.9,Winter Minimum Temperature Change
E07000195,1.5°C,0.3,1.8,3.4,Winter Minimum Temperature Change
E07000196,1.5°C,0.8,1.9,3.1,Winter Minimum Temperature Change
E07000197,1.5°C,0.7,1.8,3.2,Winter Minimum Temperature Change
E07000198,1.5°C,0.7,1.8,3.5,Winter Minimum Temperature Change
E07000199,1.5°C,0.5,1.8,2.7,Winter Minimum Temperature Change
E07000200,1.5°C,0.2,2.1,2.5,Winter Minimum Temperature Change
E07000202,1.5°C,0.2,1.8,2.6,Winter Minimum Temperature Change
E07000203,1.5°C,0.2,2.1,2.8,Winter Minimum Temperature Change
E07000207,1.5°C,0.2,1.5,2.2,Winter Minimum Temperature Change
E07000208,1.5°C,0.4,1.7,2.5,Winter Minimum Temperature Change
E07000209,1.5°C,0.3,1.7,2.6,Winter Minimum Temperature Change
E07000210,1.5°C,0.2,1.9,2.7,Winter Minimum Temperature Change
E07000211,1.5°C,0.3,2.0,2.8,Winter Minimum Temperature Change
E07000212,1.5°C,0.3,1.7,2.3,Winter Minimum Temperature Change
E07000213,1.5°C,0.4,1.5,2.2,Winter Minimum Temperature Change
E07000214,1.5°C,0.2,1.9,2.6,Winter Minimum Temperature Change
E07000215,1.5°C,0.5,1.9,2.7,Winter Minimum Temperature Change
E07000216,1.5°C,0.1,1.6,2.6,Winter Minimum Temperature Change
E07000217,1.5°C,0.1,1.6,2.4,Winter Minimum Temperature Change
E07000218,1.5°C,0.5,1.8,2.9,Winter Minimum Temperature Change
E07000219,1.5°C,0.5,2.0,2.9,Winter Minimum Temperature Change
E07000220,1.5°C,0.7,1.8,2.9,Winter Minimum Temperature Change
E07000221,1.5°C,0.4,2.0,3.0,Winter Minimum Temperature Change
E07000222,1.5°C,0.5,1.9,3.0,Winter Minimum Temperature Change
E07000223,1.5°C,0.3,1.4,2.5,Winter Minimum Temperature Change
E07000224,1.5°C,0.3,1.3,2.3,Winter Minimum Temperature Change
E07000225,1.5°C,0.1,1.4,2.3,Winter Minimum Temperature Change
E07000226,1.5°C,0.3,1.7,2.6,Winter Minimum Temperature Change
E07000227,1.5°C,0.1,1.5,2.4,Winter Minimum Temperature Change
E07000228,1.5°C,0.1,1.7,2.6,Winter Minimum Temperature Change
E07000229,1.5°C,0.2,1.3,2.3,Winter Minimum Temperature Change
E07000234,1.5°C,0.7,1.9,3.0,Winter Minimum Temperature Change
E07000235,1.5°C,0.4,1.7,2.8,Winter Minimum Temperature Change
E07000236,1.5°C,0.5,1.9,2.8,Winter Minimum Temperature Change
E07000237,1.5°C,0.6,1.6,2.7,Winter Minimum Temperature Change
E07000238,1.5°C,0.4,1.6,2.5,Winter Minimum Temperature Change
E07000239,1.5°C,0.7,1.7,2.6,Winter Minimum Temperature Change
E07000240,1.5°C,0.4,1.9,2.8,Winter Minimum Temperature Change
E07000241,1.5°C,0.4,2.0,2.6,Winter Minimum Temperature Change
E07000242,1.5°C,0.5,2.1,2.8,Winter Minimum Temperature Change
E07000243,1.5°C,0.5,2.1,2.7,Winter Minimum Temperature Change
E07000244,1.5°C,0.2,1.9,2.5,Winter Minimum Temperature Change
E07000245,1.5°C,0.1,2.1,2.8,Winter Minimum Temperature Change
E08000001,1.5°C,0.5,1.6,2.9,Winter Minimum Temperature Change
E08000002,1.5°C,0.4,1.7,2.8,Winter Minimum Temperature Change
E08000003,1.5°C,0.4,1.5,2.6,Winter Minimum Temperature Change
E08000004,1.5°C,0.9,2.1,3.4,Winter Minimum Temperature Change
E08000005,1.5°C,0.7,2.2,3.3,Winter Minimum Temperature Change
E08000006,1.5°C,0.4,1.4,2.5,Winter Minimum Temperature Change
